generation,frame,population_size,average_fitness,best_fitness,worst_fitness,average_lifespan,best_lifespan,average_food_eaten,average_distance_traveled,average_spike_hits,behavioral_diversity_score,average_weight_magnitude,weight_std,convergence_score,mutation_rate,mutation_strength,recurrent_memory_usage
584,340673,2,0.0874,0.1497,0.0252,445.5,739,0.5,776.8,2.0,0.0592,0.4698,0.5518,0.8707,0.05,0.2,0
585,341503,2,0.1983,0.2078,0.1888,803.0,808,2.5,1436.5,4.0,0.1147,0.4701,0.5539,0.8839,0.05,0.2,0
586,341953,197,0.8998,1.0,0.0252,2814.9,3000,19.13,4766.6,3.09,0.0755,0.4705,0.5569,0.8251,0.05,0.2,0
587,342064,153,0.9934,1.0,0.8,3000.0,3000,22.18,5042.5,3.16,0.0874,0.4706,0.557,0.8322,0.05,0.2,0
588,342815,1,0.1496,0.1496,0.1496,735.0,735,1.0,1328.8,2.0,0.0,0.4725,0.5612,0.0,0.05,0.2,0
589,343673,167,0.9513,1.0,0.0317,2917.6,3000,20.83,4919.1,3.08,0.0884,0.4707,0.5572,0.8203,0.05,0.2,0
590,344090,1,0.0361,0.0361,0.0361,218.0,218,0.0,350.8,2.0,0.0,0.4741,0.56,0.0,0.05,0.2,0
591,344503,179,0.9219,1.0,0.0317,2858.2,3000,19.9,4829.8,3.03,0.0863,0.4707,0.5572,0.822,0.05,0.2,0
592,344953,1,0.0783,0.0783,0.0783,316.0,316,1.0,560.1,3.0,0.0,0.4658,0.5564,0.0,0.05,0.2,0
593,345312,192,0.8961,1.0,0.0317,2803.1,3000,19.1,4736.4,3.01,0.1024,0.4707,0.5572,0.8282,0.05,0.2,0
594,345895,198,0.8885,1.0,0.0317,2790.0,3000,18.88,4713.9,2.97,0.0909,0.4706,0.5573,0.8215,0.05,0.2,0
595,346673,2,0.1525,0.1553,0.1498,759.5,775,1.0,1313.7,2.0,0.1388,0.4716,0.5553,0.9049,0.05,0.2,0
596,347090,160,0.9742,1.0,0.1498,2958.6,3000,21.61,4986.7,3.22,0.0861,0.4705,0.5568,0.8263,0.05,0.2,0
597,347953,169,0.9643,1.0,0.1498,2960.8,3000,21.08,5002.7,3.18,0.0891,0.4704,0.5567,0.8175,0.05,0.2,0
598,348244,1,0.0496,0.0496,0.0496,291.0,291,0.0,538.3,2.0,0.0,0.4714,0.5653,0.0,0.05,0.2,0
599,348729,1,0.0472,0.0472,0.0472,277.0,277,0.0,511.4,2.0,0.0,0.4641,0.5493,0.0,0.05,0.2,0
600,349396,1,0.1123,0.1123,0.1123,667.0,667,0.0,1168.9,1.0,0.0,0.4697,0.552,0.0,0.05,0.2,0
601,349673,194,0.9027,1.0,0.0472,2831.2,3000,19.19,4801.2,3.17,0.095,0.4705,0.5568,0.8226,0.05,0.2,0
602,350350,1,0.1126,0.1126,0.1126,677.0,677,0.0,1116.0,1.0,0.0,0.4737,0.5579,0.0,0.05,0.2,0
603,350953,158,0.9779,1.0,0.1993,2972.7,3000,21.7,5025.9,3.11,0.0846,0.4706,0.5571,0.8247,0.05,0.2,0
604,351678,1,0.1224,0.1224,0.1224,586.0,586,1.0,964.7,3.0,0.0,0.4693,0.558,0.0,0.05,0.2,0
605,351943,170,0.9545,1.0,0.1224,2928.9,3000,20.88,4960.7,3.16,0.0917,0.4705,0.557,0.814,0.05,0.2,0
606,352673,1,0.0944,0.0944,0.0944,562.0,562,0.0,973.1,2.0,0.0,0.4677,0.5502,0.0,0.05,0.2,0
607,353297,2,0.0623,0.0999,0.0248,304.0,454,0.5,465.2,3.0,0.2021,0.4667,0.5574,0.8289,0.05,0.2,0
608,353512,1,0.0251,0.0251,0.0251,150.0,150,0.0,256.0,2.0,0.0,0.4736,0.559,0.0,0.05,0.2,0
609,353953,198,0.8966,1.0,0.0248,2805.9,3000,19.08,4770.3,3.14,0.0825,0.4705,0.557,0.8134,0.05,0.2,0
610,354678,1,0.1127,0.1127,0.1127,682.0,682,0.0,1090.7,1.0,0.0,0.4664,0.5486,0.0,0.05,0.2,0
611,355286,162,0.9638,1.0,0.1127,2931.9,3000,21.35,4955.9,3.1,0.0943,0.4705,0.5571,0.8173,0.05,0.2,0
612,355673,168,0.9529,1.0,0.1127,2912.0,3000,20.97,4926.6,3.12,0.0884,0.4705,0.5571,0.8193,0.05,0.2,0
613,356297,174,0.9397,1.0,0.0778,2895.2,3000,20.48,4901.5,3.12,0.0798,0.4705,0.5572,0.8125,0.05,0.2,0
614,356512,180,0.9256,1.0,0.0778,2866.2,3000,20.04,4859.0,3.1,0.0899,0.4704,0.557,0.8238,0.05,0.2,0
615,357618,1,0.1494,0.1494,0.1494,733.0,733,1.0,1335.6,2.0,0.0,0.47,0.5542,0.0,0.05,0.2,0
616,357934,192,0.906,1.0,0.0778,2834.2,3000,19.34,4805.3,3.02,0.0996,0.4704,0.5569,0.8338,0.05,0.2,0
617,358301,1,0.0858,0.0858,0.0858,367.0,367,1.0,594.2,3.0,0.0,0.4626,0.5453,0.0,0.05,0.2,0
618,358688,154,0.9902,1.0,0.3076,2987.5,3000,22.14,5084.2,3.2,0.0817,0.4704,0.5569,0.8239,0.05,0.2,0
619,359297,1,0.0774,0.0774,0.0774,313.0,313,1.0,534.3,3.0,0.0,0.4629,0.5449,0.0,0.05,0.2,0
620,360099,1,0.093,0.093,0.093,552.0,552,0.0,969.4,2.0,0.0,0.466,0.5473,0.0,0.05,0.2,0
621,360773,1,0.1125,0.1125,0.1125,674.0,674,0.0,1131.8,1.0,0.0,0.47,0.5519,0.0,0.05,0.2,0
622,361138,179,0.9391,1.0,0.0774,2913.0,3000,20.28,4977.6,3.15,0.0855,0.4701,0.5565,0.8163,0.05,0.2,0
623,361688,188,0.9263,1.0,0.0774,2891.0,3000,19.81,4944.7,3.08,0.0906,0.4703,0.5566,0.8265,0.05,0.2,0
624,362297,195,0.9179,1.0,0.0774,2882.9,3000,19.46,4932.8,3.09,0.0931,0.4702,0.5566,0.8257,0.05,0.2,0
625,363099,151,0.9972,1.0,0.9843,3000.0,3000,22.29,5118.7,3.15,0.0833,0.4705,0.557,0.8221,0.05,0.2,0
626,363773,157,0.9845,1.0,0.3111,2981.3,3000,21.82,5093.0,3.12,0.0799,0.4706,0.5571,0.8153,0.05,0.2,0
627,364138,163,0.9748,1.0,0.3111,2977.4,3000,21.37,5091.3,3.07,0.082,0.4707,0.5572,0.828,0.05,0.2,0
628,364688,172,0.9554,1.0,0.1495,2946.2,3000,20.69,5031.5,3.04,0.0815,0.4706,0.557,0.8128,0.05,0.2,0
629,365297,178,0.943,1.0,0.1495,2931.3,3000,20.22,5008.8,3.05,0.0769,0.4706,0.5569,0.8186,0.05,0.2,0
630,366170,184,0.936,1.0,0.1495,2925.4,3000,19.92,5007.0,3.03,0.0822,0.4706,0.5571,0.829,0.05,0.2,0
631,366884,1,0.1139,0.1139,0.1139,714.0,714,0.0,933.0,1.0,0.0,0.4637,0.5517,0.0,0.05,0.2,0
632,367092,2,0.031,0.0347,0.0274,184.5,208,0.0,321.7,2.0,0.1185,0.4709,0.5554,0.784,0.05,0.2,0
633,367688,157,0.9906,1.0,0.7,3000.0,3000,21.93,5144.1,3.07,0.0837,0.4705,0.5571,0.8169,0.05,0.2,0
634,368297,163,0.9802,1.0,0.2749,2989.9,3000,21.5,5128.6,3.09,0.0775,0.4705,0.5569,0.8246,0.05,0.2,0
635,368635,1,0.0287,0.0287,0.0287,171.0,171,0.0,292.8,2.0,0.0,0.4761,0.5609,0.0,0.05,0.2,0
636,369170,177,0.9284,1.0,0.0287,2860.7,3000,20.12,4906.4,3.03,0.0811,0.4704,0.5569,0.8148,0.05,0.2,0
637,369884,3,0.0599,0.1132,0.0249,364.0,694,0.0,570.8,1.67,0.1512,0.4678,0.5534,0.81,0.05,0.2,0
638,370092,1,0.0346,0.0346,0.0346,206.0,206,0.0,354.9,2.0,0.0,0.4646,0.5472,0.0,0.05,0.2,0
639,370688,197,0.8874,1.0,0.0249,2776.9,3000,18.83,4763.4,2.94,0.0873,0.4703,0.5569,0.8248,0.05,0.2,0
640,371297,153,0.9908,1.0,0.238,2988.8,3000,22.05,5132.6,3.08,0.0729,0.4705,0.557,0.8239,0.05,0.2,0
641,371969,159,0.9803,1.0,0.2377,2974.6,3000,21.64,5115.9,3.07,0.0794,0.4706,0.5572,0.8215,0.05,0.2,0
642,372562,165,0.9677,1.0,0.2377,2961.0,3000,21.16,5095.3,3.03,0.0766,0.4706,0.5573,0.8094,0.05,0.2,0
643,373092,173,0.9553,1.0,0.2377,2952.6,3000,20.62,5091.6,3.01,0.089,0.4706,0.5572,0.8261,0.05,0.2,0
644,373688,1,0.1079,0.1079,0.1079,490.0,490,1.0,877.9,3.0,0.0,0.475,0.5634,0.0,0.05,0.2,0
645,374297,186,0.9366,1.0,0.1079,2910.7,3000,20.06,5023.9,2.98,0.0738,0.4706,0.5571,0.8191,0.05,0.2,0
646,374969,192,0.9276,1.0,0.1079,2902.4,3000,19.69,5011.8,2.96,0.0842,0.4705,0.557,0.8293,0.05,0.2,0
647,375335,1,0.0251,0.0251,0.0251,151.0,151,0.0,248.5,2.0,0.0,0.4724,0.562,0.0,0.05,0.2,0
648,375562,155,0.9933,1.0,0.775,3000.0,3000,22.01,5186.8,3.19,0.0712,0.4704,0.5571,0.8207,0.05,0.2,0
649,375934,161,0.9675,1.0,0.0514,2929.7,3000,21.35,5068.0,3.19,0.0647,0.4705,0.5572,0.8146,0.05,0.2,0
650,376387,1,0.0537,0.0537,0.0537,323.0,323,0.0,530.0,2.0,0.0,0.4731,0.5596,0.0,0.05,0.2,0
651,377154,1,0.0806,0.0806,0.0806,472.0,472,0.0,884.7,2.0,0.0,0.4759,0.5646,0.0,0.05,0.2,0
652,377689,1,0.091,0.091,0.091,535.0,535,0.0,983.9,2.0,0.0,0.4706,0.5543,0.0,0.05,0.2,0
653,378150,185,0.91,1.0,0.0514,2819.8,3000,19.5,4886.4,3.14,0.0801,0.4707,0.5574,0.8194,0.05,0.2,0
654,378562,192,0.9032,1.0,0.0514,2810.6,3000,19.23,4866.2,3.09,0.0694,0.4707,0.5575,0.8087,0.05,0.2,0
655,379020,1,0.0624,0.0624,0.0624,218.0,218,1.0,414.7,3.0,0.0,0.4744,0.5628,0.0,0.05,0.2,0
656,379456,154,0.9909,1.0,0.2264,2986.3,3000,21.95,5179.4,3.19,0.0729,0.4703,0.557,0.813,0.05,0.2,0
657,380154,161,0.967,1.0,0.1124,2936.3,3000,21.24,5092.4,3.19,0.0678,0.4703,0.557,0.8184,0.05,0.2,0
658,380689,1,0.0394,0.0394,0.0394,229.0,229,0.0,440.9,2.0,0.0,0.4715,0.5597,0.0,0.05,0.2,0
659,381150,173,0.9421,1.0,0.0394,2897.0,3000,20.36,5023.6,3.12,0.0731,0.4703,0.5569,0.8231,0.05,0.2,0
660,381562,180,0.9233,1.0,0.0394,2859.1,3000,19.78,4962.3,3.1,0.0734,0.4703,0.5569,0.8215,0.05,0.2,0
661,382020,1,0.0379,0.0379,0.0379,227.0,227,0.0,380.2,2.0,0.0,0.4687,0.5546,0.0,0.05,0.2,0
662,382456,1,0.0251,0.0251,0.0251,147.0,147,0.0,274.7,2.0,0.0,0.4727,0.557,0.0,0.05,0.2,0
663,383148,3,0.0691,0.1132,0.0251,366.7,692,0.33,594.1,2.0,0.1989,0.4711,0.5566,0.8403,0.05,0.2,0
664,383331,154,0.989,1.0,0.2373,2983.4,3000,21.9,5172.1,3.18,0.0623,0.4703,0.557,0.8163,0.05,0.2,0
665,383808,2,0.0629,0.0912,0.0347,297.0,387,0.5,541.6,2.5,0.1499,0.4686,0.5533,0.895,0.05,0.2,0
666,384150,166,0.9549,1.0,0.0347,2906.7,3000,20.9,5044.6,3.13,0.0689,0.4703,0.5569,0.8169,0.05,0.2,0
667,384562,1,0.0357,0.0357,0.0357,210.0,210,0.0,384.5,2.0,0.0,0.4739,0.5594,0.0,0.05,0.2,0
668,385020,1,0.0251,0.0251,0.0251,151.0,151,0.0,250.1,2.0,0.0,0.4702,0.5603,0.0,0.05,0.2,0
669,385456,2,0.0415,0.0547,0.0283,246.0,324,0.0,434.8,2.0,0.1645,0.4744,0.5631,0.7723,0.05,0.2,0
670,385867,1,0.025,0.025,0.025,147.0,147,0.0,270.2,2.0,0.0,0.4643,0.5449,0.0,0.05,0.2,0
671,386350,199,0.8701,1.0,0.025,2714.2,3000,18.44,4721.3,3.03,0.0779,0.4703,0.5569,0.8126,0.05,0.2,0
672,386808,1,0.0547,0.0547,0.0547,330.0,330,0.0,533.6,2.0,0.0,0.4672,0.5488,0.0,0.05,0.2,0
673,387386,1,0.0844,0.0844,0.0844,349.0,349,1.0,641.8,3.0,0.0,0.4873,0.5743,0.0,0.05,0.2,0
674,387635,169,0.9423,1.0,0.0547,2885.8,3000,20.45,5007.8,3.15,0.0686,0.4705,0.5572,0.821,0.05,0.2,0
675,388051,1,0.0249,0.0249,0.0249,146.0,146,0.0,271.2,2.0,0.0,0.4821,0.5705,0.0,0.05,0.2,0
676,388456,1,0.0251,0.0251,0.0251,150.0,150,0.0,255.3,2.0,0.0,0.4706,0.5593,0.0,0.05,0.2,0
677,389350,189,0.9003,1.0,0.0249,2793.8,3000,19.21,4848.1,3.03,0.0892,0.4704,0.5571,0.8144,0.05,0.2,0
678,389808,195,0.8911,1.0,0.0249,2774.7,3000,18.92,4819.1,3.04,0.0853,0.4705,0.5572,0.8129,0.05,0.2,0
679,390110,151,0.9986,1.0,0.9892,3000.0,3000,22.17,5224.9,3.18,0.0698,0.4705,0.5573,0.8456,0.05,0.2,0
680,390490,157,0.9845,1.0,0.1128,2976.8,3000,21.68,5191.0,3.16,0.0637,0.4706,0.5574,0.8288,0.05,0.2,0
681,390991,1,0.0251,0.0251,0.0251,149.0,149,0.0,261.4,2.0,0.0,0.4785,0.5676,0.0,0.05,0.2,0
682,391326,169,0.9517,1.0,0.0251,2911.4,3000,20.66,5077.7,3.09,0.0633,0.4708,0.5575,0.8338,0.05,0.2,0
683,391746,1,0.0545,0.0545,0.0545,331.0,331,0.0,515.8,2.0,0.0,0.4632,0.5497,0.0,0.05,0.2,0
684,392350,181,0.9242,1.0,0.0251,2859.0,3000,19.78,4989.6,3.02,0.0726,0.4705,0.5571,0.8214,0.05,0.2,0
685,393110,191,0.9102,1.0,0.0251,2836.7,3000,19.27,4948.8,2.95,0.0858,0.4704,0.5569,0.8198,0.05,0.2,0
686,393820,2,0.0766,0.1123,0.0409,452.5,667,0.0,814.7,1.5,0.0695,0.4751,0.5634,0.8858,0.05,0.2,0
687,394326,154,0.9947,1.0,0.7224,3000.0,3000,21.9,5237.6,3.22,0.0734,0.4707,0.5574,0.8156,0.05,0.2,0
688,394746,161,0.9741,1.0,0.113,2959.8,3000,21.25,5168.8,3.16,0.068,0.4705,0.5572,0.8157,0.05,0.2,0
689,395350,1,0.1029,0.1029,0.1029,456.0,456,1.0,854.1,3.0,0.0,0.4648,0.5456,0.0,0.05,0.2,0
690,396110,1,0.1131,0.1131,0.1131,691.0,691,0.0,1048.1,1.0,0.0,0.4725,0.5604,0.0,0.05,0.2,0
691,396820,1,0.112,0.112,0.112,661.0,661,0.0,1195.6,1.0,0.0,0.4705,0.5601,0.0,0.05,0.2,0
692,397300,1,0.0531,0.0531,0.0531,316.0,316,0.0,549.0,2.0,0.0,0.4751,0.5583,0.0,0.05,0.2,0
693,397746,199,0.8942,1.0,0.0531,2806.3,3000,18.7,4906.9,3.01,0.0761,0.4707,0.5572,0.8114,0.05,0.2,0
694,398350,157,0.9855,1.0,0.3578,2975.1,3000,21.62,5199.2,3.25,0.0647,0.4706,0.5573,0.8197,0.05,0.2,0
695,399056,3,0.094,0.1174,0.0517,515.7,689,0.33,847.4,2.0,0.2024,0.4724,0.558,0.8016,0.05,0.2,0
696,399251,169,0.9458,1.0,0.0517,2883.9,3000,20.51,5040.3,3.25,0.0649,0.4706,0.5573,0.8195,0.05,0.2,0
697,399820,175,0.934,1.0,0.0517,2866.8,3000,20.09,5013.9,3.21,0.0823,0.4707,0.5574,0.8197,0.05,0.2,0
698,400400,181,0.9261,1.0,0.0517,2856.9,3000,19.78,4997.4,3.14,0.0822,0.4706,0.5572,0.811,0.05,0.2,0
699,400746,188,0.9142,1.0,0.0517,2832.1,3000,19.4,4950.7,3.21,0.0816,0.4707,0.5574,0.8221,0.05,0.2,0
700,401273,2,0.0407,0.0479,0.0334,244.0,282,0.0,406.0,2.0,0.1731,0.4646,0.5525,0.8103,0.05,0.2,0
701,401668,1,0.0923,0.0923,0.0923,395.0,395,1.0,731.6,3.0,0.0,0.48,0.5652,0.0,0.05,0.2,0
702,402056,156,0.9854,1.0,0.1449,2981.0,3000,21.6,5215.3,3.2,0.0635,0.4707,0.5575,0.8253,0.05,0.2,0
703,402433,1,0.0599,0.0599,0.0599,377.0,377,0.0,482.7,2.0,0.0,0.4643,0.5515,0.0,0.05,0.2,0
704,403179,1,0.1499,0.1499,0.1499,746.0,746,1.0,1270.7,2.0,0.0,0.4715,0.5609,0.0,0.05,0.2,0
705,403746,175,0.9467,1.0,0.0599,2907.2,3000,20.32,5083.7,3.13,0.0792,0.4709,0.5577,0.8171,0.05,0.2,0
706,404503,1,0.1503,0.1503,0.1503,757.0,757,1.0,1218.0,2.0,0.0,0.4734,0.5611,0.0,0.05,0.2,0
707,404800,1,0.0493,0.0493,0.0493,297.0,297,0.0,483.1,2.0,0.0,0.4718,0.5619,0.0,0.05,0.2,0
708,405160,193,0.9105,1.0,0.0493,2841.2,3000,19.17,4971.1,3.12,0.0774,0.471,0.5578,0.8139,0.05,0.2,0
709,405433,151,0.999,1.0,0.9916,3000.0,3000,22.07,5265.3,3.21,0.0677,0.4706,0.5574,0.822,0.05,0.2,0
710,406179,157,0.9822,1.0,0.151,2967.5,3000,21.54,5207.5,3.18,0.0661,0.4707,0.5576,0.8237,0.05,0.2,0
711,406746,163,0.9603,1.0,0.151,2921.6,3000,20.89,5123.5,3.16,0.0657,0.4706,0.5574,0.8305,0.05,0.2,0
712,407503,1,0.0729,0.0729,0.0729,432.0,432,0.0,766.0,2.0,0.0,0.4694,0.5517,0.0,0.05,0.2,0
713,408024,175,0.9348,1.0,0.0729,2870.9,3000,20.11,5038.6,3.09,0.0804,0.4706,0.5574,0.8183,0.05,0.2,0
714,408280,181,0.9249,1.0,0.0729,2852.9,3000,19.77,5006.5,3.05,0.0659,0.4705,0.5572,0.8178,0.05,0.2,0
715,408465,187,0.9164,1.0,0.0729,2839.8,3000,19.46,4986.2,3.05,0.072,0.4704,0.5571,0.8162,0.05,0.2,0
716,409179,196,0.9004,1.0,0.0729,2813.1,3000,18.91,4938.8,3.03,0.0813,0.4705,0.5572,0.8153,0.05,0.2,0
717,410503,152,0.9969,1.0,0.65,3000.0,3000,21.99,5285.3,3.18,0.0634,0.4705,0.5573,0.8183,0.05,0.2,0
718,411024,158,0.9878,1.0,0.3817,2992.0,3000,21.62,5278.4,3.15,0.0621,0.4705,0.5573,0.8246,0.05,0.2,0
719,411334,1,0.0522,0.0522,0.0522,310.0,310,0.0,541.6,2.0,0.0,0.4714,0.5495,0.0,0.05,0.2,0
720,411711,170,0.9661,1.0,0.0522,2965.8,3000,20.78,5232.5,3.14,0.077,0.4704,0.5572,0.8177,0.05,0.2,0
721,412179,1,0.0523,0.0523,0.0523,316.0,316,0.0,510.2,2.0,0.0,0.4581,0.5405,0.0,0.05,0.2,0
722,412918,4,0.0747,0.113,0.025,447.0,685,0.0,753.0,1.5,0.213,0.4698,0.5549,0.8133,0.05,0.2,0
723,413503,191,0.9151,1.0,0.025,2861.3,3000,19.24,5037.8,3.05,0.0807,0.4704,0.5571,0.8396,0.05,0.2,0
724,414199,2,0.1129,0.1132,0.1126,687.0,696,0.0,1066.0,1.0,0.0576,0.4742,0.5578,0.878,0.05,0.2,0
725,414334,154,0.9966,1.0,0.8232,3000.0,3000,21.91,5293.9,3.18,0.0676,0.4707,0.5576,0.8189,0.05,0.2,0
726,414878,160,0.9821,1.0,0.1127,2974.9,3000,21.42,5248.9,3.16,0.0582,0.4707,0.5575,0.8182,0.05,0.2,0
727,415179,1,0.0251,0.0251,0.0251,152.0,152,0.0,242.3,2.0,0.0,0.4695,0.5512,0.0,0.05,0.2,0
728,415834,2,0.0336,0.0373,0.0298,199.0,223,0.0,351.1,2.0,0.2035,0.4637,0.547,0.901,0.05,0.2,0
729,416503,181,0.9231,1.0,0.0251,2840.1,3000,19.73,4994.5,3.1,0.076,0.4708,0.5575,0.8234,0.05,0.2,0
730,417199,1,0.1129,0.1129,0.1129,685.0,685,0.0,1078.8,1.0,0.0,0.4679,0.5523,0.0,0.05,0.2,0
731,417334,196,0.899,1.0,0.0251,2798.7,3000,18.91,4915.6,3.09,0.0897,0.4708,0.5574,0.8229,0.05,0.2,0
732,418063,152,0.9965,1.0,0.574,2994.9,3000,21.97,5287.8,3.22,0.0598,0.4706,0.5574,0.8178,0.05,0.2,0
733,418304,158,0.9857,1.0,0.4461,2982.8,3000,21.53,5262.1,3.21,0.0649,0.4706,0.5574,0.8205,0.05,0.2,0
734,418869,1,0.117,0.117,0.117,565.0,565,1.0,832.9,3.0,0.0,0.4742,0.5612,0.0,0.05,0.2,0
735,419724,3,0.1517,0.2703,0.0542,605.3,855,2.0,1050.1,2.67,0.0766,0.4695,0.558,0.8514,0.05,0.2,0
736,420199,177,0.9352,1.0,0.0542,2888.4,3000,19.93,5082.5,3.18,0.0727,0.4705,0.5573,0.8177,0.05,0.2,0
737,420481,183,0.9253,1.0,0.0542,2874.2,3000,19.57,5056.9,3.16,0.0724,0.4705,0.5574,0.8157,0.05,0.2,0
738,421063,189,0.9179,1.0,0.0542,2865.8,3000,19.28,5041.0,3.1,0.07,0.4706,0.5574,0.8166,0.05,0.2,0
739,421848,195,0.9107,1.0,0.0542,2855.7,3000,19.01,5019.5,3.09,0.0711,0.4706,0.5574,0.8208,0.05,0.2,0
740,422522,151,0.9993,1.0,0.9931,3000.0,3000,22.06,5297.4,3.2,0.0662,0.4706,0.5574,0.8202,0.05,0.2,0
741,422826,1,0.025,0.025,0.025,146.0,146,0.0,274.8,2.0,0.0,0.4731,0.5609,0.0,0.05,0.2,0
742,423199,1,0.0401,0.0401,0.0401,237.0,237,0.0,426.3,2.0,0.0,0.467,0.5485,0.0,0.05,0.2,0
743,423481,171,0.9514,1.0,0.025,2908.9,3000,20.51,5126.6,3.14,0.0806,0.4707,0.5574,0.82,0.05,0.2,0
744,424063,1,0.0441,0.0441,0.0441,265.0,265,0.0,440.2,2.0,0.0,0.4669,0.5558,0.0,0.05,0.2,0
745,424753,1,0.1125,0.1125,0.1125,675.0,675,0.0,1124.6,1.0,0.0,0.4685,0.5567,0.0,0.05,0.2,0
746,425522,191,0.9028,1.0,0.025,2814.0,3000,19.01,4946.3,3.08,0.077,0.4708,0.5576,0.8056,0.05,0.2,0
747,426249,197,0.9001,1.0,0.025,2812.0,3000,18.86,4946.4,3.06,0.073,0.4709,0.5578,0.8159,0.05,0.2,0
748,426481,155,0.9959,1.0,0.775,3000.0,3000,21.87,5301.1,3.2,0.0558,0.4705,0.5572,0.8167,0.05,0.2,0
749,427063,162,0.9834,1.0,0.335,2985.7,3000,21.38,5278.4,3.2,0.0664,0.4706,0.5572,0.826,0.05,0.2,0
750,427753,169,0.9687,1.0,0.1293,2958.2,3000,20.89,5227.3,3.25,0.0632,0.4706,0.5573,0.8202,0.05,0.2,0
751,428428,2,0.1161,0.1196,0.1125,623.5,675,0.5,1021.9,2.0,0.1043,0.4713,0.5534,0.8832,0.05,0.2,0
752,428718,181,0.9345,1.0,0.1125,2889.9,3000,19.86,5102.9,3.19,0.0828,0.4706,0.5572,0.8158,0.05,0.2,0
753,429249,188,0.9157,1.0,0.0961,2846.6,3000,19.33,5022.9,3.14,0.0702,0.4705,0.5571,0.8262,0.05,0.2,0
754,429481,194,0.9113,1.0,0.0961,2851.3,3000,19.07,5025.2,3.11,0.0938,0.4706,0.5571,0.8143,0.05,0.2,0
755,430149,200,0.8983,1.0,0.0658,2821.7,3000,18.7,4968.9,3.08,0.075,0.4706,0.557,0.8175,0.05,0.2,0
756,430704,2,0.0596,0.0625,0.0566,278.5,331,0.5,496.3,2.5,0.0858,0.4766,0.5635,0.7575,0.05,0.2,0
757,431166,1,0.0677,0.0677,0.0677,256.0,256,1.0,429.2,3.0,0.0,0.4671,0.5452,0.0,0.05,0.2,0
758,431573,1,0.0933,0.0933,0.0933,407.0,407,1.0,700.1,3.0,0.0,0.4761,0.5607,0.0,0.05,0.2,0
759,432126,174,0.9323,1.0,0.0566,2858.8,3000,19.99,5040.5,3.06,0.0825,0.4708,0.5576,0.8236,0.05,0.2,0
760,432375,1,0.0251,0.0251,0.0251,152.0,152,0.0,240.6,2.0,0.0,0.4688,0.5571,0.0,0.05,0.2,0
761,433149,1,0.0777,0.0777,0.0777,311.0,311,1.0,562.8,3.0,0.0,0.4639,0.551,0.0,0.05,0.2,0
762,433704,1,0.0553,0.0553,0.0553,327.0,327,0.0,582.5,2.0,0.0,0.4705,0.553,0.0,0.05,0.2,0
763,434166,152,0.9987,1.0,0.9,3000.0,3000,21.97,5304.0,3.22,0.053,0.4705,0.5574,0.8186,0.05,0.2,0
764,435053,1,0.1889,0.1889,0.1889,680.0,680,3.0,1161.1,5.0,0.0,0.4662,0.5474,0.0,0.05,0.2,0
765,435375,1,0.0323,0.0323,0.0323,192.0,192,0.0,336.6,2.0,0.0,0.4678,0.5474,0.0,0.05,0.2,0
766,436149,2,0.0991,0.1122,0.0861,587.5,662,0.0,1040.3,1.5,0.0411,0.4693,0.5524,0.886,0.05,0.2,0
767,436704,181,0.9453,1.0,0.0323,2920.1,3000,20.05,5152.5,3.22,0.0661,0.4706,0.557,0.8136,0.05,0.2,0
768,437441,1,0.1496,0.1496,0.1496,737.0,737,1.0,1317.4,2.0,0.0,0.4641,0.5534,0.0,0.05,0.2,0
769,438053,194,0.9235,1.0,0.0323,2886.8,3000,19.29,5085.1,3.21,0.0579,0.4705,0.557,0.8116,0.05,0.2,0
770,438375,200,0.9108,1.0,0.0323,2862.0,3000,18.9,5039.6,3.18,0.0667,0.4706,0.557,0.8252,0.05,0.2,0
771,438826,156,0.9805,1.0,0.1508,2958.3,3000,21.47,5234.1,3.24,0.0656,0.4706,0.5574,0.8172,0.05,0.2,0
772,439149,1,0.0439,0.0439,0.0439,263.0,263,0.0,443.8,2.0,0.0,0.4628,0.547,0.0,0.05,0.2,0
773,440076,2,0.2091,0.2318,0.1864,872.5,927,2.5,1514.7,4.0,0.073,0.4716,0.5524,0.885,0.05,0.2,0
774,440707,1,0.0889,0.0889,0.0889,377.0,377,1.0,680.1,3.0,0.0,0.4695,0.5494,0.0,0.05,0.2,0
775,441053,2,0.0614,0.0765,0.0464,292.0,308,0.5,499.1,2.5,0.165,0.4745,0.5649,0.8153,0.05,0.2,0
776,441633,1,0.0584,0.0584,0.0584,346.0,346,0.0,611.0,2.0,0.0,0.4659,0.5535,0.0,0.05,0.2,0
777,441826,198,0.8884,1.0,0.0439,2773.9,3000,18.59,4913.0,3.17,0.0729,0.4706,0.5572,0.8184,0.05,0.2,0
778,442246,154,0.9946,1.0,0.5411,2994.6,3000,21.83,5310.2,3.27,0.0618,0.4705,0.5574,0.8155,0.05,0.2,0
779,443076,1,0.1498,0.1498,0.1498,745.0,745,1.0,1275.2,2.0,0.0,0.4703,0.5546,0.0,0.05,0.2,0
780,443707,166,0.9591,1.0,0.1119,2922.1,3000,20.74,5183.4,3.28,0.0638,0.4705,0.5573,0.8216,0.05,0.2,0
781,444053,2,0.0256,0.0262,0.025,149.0,152,0.0,286.3,2.0,0.0442,0.475,0.5595,0.7638,0.05,0.2,0
